date,health,maximum capacity (mAh),design capacity (mAh),cycles,model
23/07/2021 22.06,87.93239,4474,5088,64,"MacBookPro16,2"
24/07/2021 07.15,87.853775,4470,5088,64,"MacBookPro16,2"
25/07/2021 15.30,88.18789,4487,5088,64,"MacBookPro16,2"
26/07/2021 00.38,88.20755,4488,5088,64,"MacBookPro16,2"
27/07/2021 00.42,85.04324,4327,5088,64,"MacBookPro16,2"
28/07/2021 00.45,85.1022,4330,5088,64,"MacBookPro16,2"
28/07/2021 13.51,84.76808,4313,5088,65,"MacBookPro16,2"
29/07/2021 01.11,84.55189,4302,5088,65,"MacBookPro16,2"
03/08/2021 18.19,84.31604,4290,5088,66,"MacBookPro16,2"
04/08/2021 00.41,87.44104,4449,5088,66,"MacBookPro16,2"
05/08/2021 00.36,87.44104,4449,5088,66,"MacBookPro16,2"
06/08/2021 01.31,87.42138,4448,5088,66,"MacBookPro16,2"
07/08/2021 00.15,87.716194,4463,5088,66,"MacBookPro16,2"
08/08/2021 00.09,87.716194,4463,5088,66,"MacBookPro16,2"
09/08/2021 09.58,87.716194,4463,5088,66,"MacBookPro16,2"
10/08/2021 00.00,88.28616,4492,5088,66,"MacBookPro16,2"
11/08/2021 01.40,86.69418,4411,5088,66,"MacBookPro16,2"
11/08/2021 22.11,87.16588,4435,5088,67,"MacBookPro16,2"
12/08/2021 01.40,87.06761,4430,5088,67,"MacBookPro16,2"
13/08/2021 01.46,87.853775,4470,5088,67,"MacBookPro16,2"
14/08/2021 01.44,87.83412,4469,5088,67,"MacBookPro16,2"
15/08/2021 06.00,87.83412,4469,5088,67,"MacBookPro16,2"
16/08/2021 08.26,87.81447,4468,5088,67,"MacBookPro16,2"
17/08/2021 01.26,87.89308,4472,5088,67,"MacBookPro16,2"
18/08/2021 00.43,87.912735,4473,5088,67,"MacBookPro16,2"
19/08/2021 00.15,87.59827,4457,5088,67,"MacBookPro16,2"
20/08/2021 00.28,87.716194,4463,5088,67,"MacBookPro16,2"
21/08/2021 00.17,88.46305,4501,5088,68,"MacBookPro16,2"
22/08/2021 09.15,87.63758,4459,5088,68,"MacBookPro16,2"
23/08/2021 08.43,87.657234,4460,5088,68,"MacBookPro16,2"
24/08/2021 00.44,87.83412,4469,5088,68,"MacBookPro16,2"
25/08/2021 00.45,87.83412,4469,5088,68,"MacBookPro16,2"
26/08/2021 00.47,87.81447,4468,5088,68,"MacBookPro16,2"
27/08/2021 00.48,87.83412,4469,5088,68,"MacBookPro16,2"
28/08/2021 00.15,87.63758,4459,5088,68,"MacBookPro16,2"
28/08/2021 12.18,87.657234,4460,5088,69,"MacBookPro16,2"
29/08/2021 00.05,87.59827,4457,5088,69,"MacBookPro16,2"
30/08/2021 08.00,87.48035,4451,5088,69,"MacBookPro16,2"
31/08/2021 00.23,87.7555,4465,5088,69,"MacBookPro16,2"
01/09/2021 00.24,87.99135,4477,5088,69,"MacBookPro16,2"
01/09/2021 11.27,87.853775,4470,5088,70,"MacBookPro16,2"
02/09/2021 00.44,87.9717,4476,5088,70,"MacBookPro16,2"
03/09/2021 00.12,87.63758,4459,5088,70,"MacBookPro16,2"
04/09/2021 00.15,87.77516,4466,5088,70,"MacBookPro16,2"
05/09/2021 09.30,87.51965,4453,5088,70,"MacBookPro16,2"
06/09/2021 00.31,87.83412,4469,5088,70,"MacBookPro16,2"
07/09/2021 00.26,87.30346,4442,5088,70,"MacBookPro16,2"
07/09/2021 09.08,86.34041,4393,5088,71,"MacBookPro16,2"
08/09/2021 01.03,86.36006,4394,5088,71,"MacBookPro16,2"
08/09/2021 09.09,85.8294,4367,5088,72,"MacBookPro16,2"
09/09/2021 00.59,87.30346,4442,5088,72,"MacBookPro16,2"
09/09/2021 10.51,87.36242,4445,5088,73,"MacBookPro16,2"
10/09/2021 00.55,87.42138,4448,5088,73,"MacBookPro16,2"
11/09/2021 00.17,87.342766,4444,5088,73,"MacBookPro16,2"
12/09/2021 09.00,87.32311,4443,5088,73,"MacBookPro16,2"
13/09/2021 07.43,87.42138,4448,5088,73,"MacBookPro16,2"
14/09/2021 00.14,87.44104,4449,5088,73,"MacBookPro16,2"
14/09/2021 09.33,87.5,4452,5088,74,"MacBookPro16,2"
15/09/2021 00.34,86.93003,4423,5088,74,"MacBookPro16,2"
16/09/2021 02.00,86.79245,4416,5088,74,"MacBookPro16,2"
17/09/2021 01.41,87.36242,4445,5088,74,"MacBookPro16,2"
18/09/2021 01.12,87.42138,4448,5088,74,"MacBookPro16,2"
18/09/2021 12.51,87.36242,4445,5088,75,"MacBookPro16,2"
19/09/2021 01.31,87.42138,4448,5088,75,"MacBookPro16,2"
20/09/2021 09.05,88.26651,4491,5088,75,"MacBookPro16,2"
21/09/2021 01.11,86.91038,4422,5088,75,"MacBookPro16,2"
21/09/2021 19.15,86.63522,4408,5088,76,"MacBookPro16,2"
22/09/2021 02.16,86.5566,4404,5088,76,"MacBookPro16,2"
25/09/2021 17.39,86.36006,4394,5088,76,"MacBookPro16,2"
26/09/2021 00.08,86.517296,4402,5088,76,"MacBookPro16,2"
27/09/2021 00.17,86.36006,4394,5088,76,"MacBookPro16,2"
28/09/2021 00.31,86.890724,4421,5088,76,"MacBookPro16,2"
28/09/2021 10.27,87.12657,4433,5088,77,"MacBookPro16,2"
29/09/2021 00.01,87.48035,4451,5088,77,"MacBookPro16,2"
30/09/2021 01.07,87.44104,4449,5088,77,"MacBookPro16,2"
01/10/2021 01.15,87.32311,4443,5088,77,"MacBookPro16,2"
02/10/2021 07.30,87.16588,4435,5088,77,"MacBookPro16,2"
03/10/2021 09.15,87.283806,4441,5088,77,"MacBookPro16,2"
04/10/2021 08.00,87.2445,4439,5088,77,"MacBookPro16,2"
05/10/2021 08.58,87.26415,4440,5088,77,"MacBookPro16,2"
06/10/2021 01.54,87.40173,4447,5088,77,"MacBookPro16,2"
07/10/2021 01.16,87.18553,4436,5088,77,"MacBookPro16,2"
08/10/2021 08.15,87.36242,4445,5088,77,"MacBookPro16,2"
09/10/2021 07.15,87.42138,4448,5088,77,"MacBookPro16,2"
09/10/2021 12.30,87.42138,4448,5088,78,"MacBookPro16,2"
10/10/2021 09.33,87.087265,4431,5088,78,"MacBookPro16,2"
11/10/2021 00.32,87.38208,4446,5088,78,"MacBookPro16,2"
12/10/2021 00.02,87.32311,4443,5088,78,"MacBookPro16,2"
13/10/2021 00.46,87.44104,4449,5088,78,"MacBookPro16,2"
14/10/2021 07.15,87.44104,4449,5088,78,"MacBookPro16,2"
15/10/2021 00.33,86.73349,4413,5088,78,"MacBookPro16,2"
16/10/2021 07.45,86.94969,4424,5088,78,"MacBookPro16,2"
17/10/2021 09.15,86.81211,4417,5088,78,"MacBookPro16,2"
18/10/2021 00.34,86.379715,4395,5088,78,"MacBookPro16,2"
19/10/2021 01.28,86.71384,4412,5088,78,"MacBookPro16,2"
20/10/2021 07.45,86.63522,4408,5088,78,"MacBookPro16,2"
21/10/2021 00.54,86.79245,4416,5088,78,"MacBookPro16,2"
21/10/2021 14.40,86.79245,4416,5088,79,"MacBookPro16,2"
22/10/2021 01.57,86.65487,4409,5088,79,"MacBookPro16,2"
23/10/2021 07.15,86.61557,4407,5088,79,"MacBookPro16,2"
25/10/2021 12.33,86.59591,4406,5088,79,"MacBookPro16,2"
26/10/2021 01.48,87.83412,4469,5088,79,"MacBookPro16,2"
27/10/2021 07.45,87.83412,4469,5088,79,"MacBookPro16,2"
28/10/2021 01.25,87.67689,4461,5088,79,"MacBookPro16,2"
29/10/2021 00.17,87.42138,4448,5088,79,"MacBookPro16,2"
29/10/2021 17.44,87.853775,4470,5088,80,"MacBookPro16,2"
30/10/2021 00.21,87.5,4452,5088,80,"MacBookPro16,2"
31/10/2021 00.23,87.57862,4456,5088,80,"MacBookPro16,2"
01/11/2021 01.30,87.87343,4471,5088,80,"MacBookPro16,2"
02/11/2021 00.08,87.95204,4475,5088,80,"MacBookPro16,2"
02/11/2021 22.11,87.59827,4457,5088,81,"MacBookPro16,2"
03/11/2021 00.11,87.51965,4453,5088,81,"MacBookPro16,2"
04/11/2021 00.12,87.342766,4444,5088,81,"MacBookPro16,2"
05/11/2021 00.22,87.26415,4440,5088,81,"MacBookPro16,2"
06/11/2021 00.28,87.32311,4443,5088,81,"MacBookPro16,2"
07/11/2021 00.06,87.2445,4439,5088,81,"MacBookPro16,2"
08/11/2021 00.09,87.342766,4444,5088,81,"MacBookPro16,2"
09/11/2021 00.00,87.26415,4440,5088,81,"MacBookPro16,2"
09/11/2021 13.48,87.342766,4444,5088,82,"MacBookPro16,2"
10/11/2021 00.59,87.55896,4455,5088,82,"MacBookPro16,2"
11/11/2021 00.00,87.657234,4460,5088,82,"MacBookPro16,2"
12/11/2021 00.01,87.59827,4457,5088,82,"MacBookPro16,2"
13/11/2021 00.08,87.46069,4450,5088,82,"MacBookPro16,2"
14/11/2021 03.00,87.42138,4448,5088,82,"MacBookPro16,2"
15/11/2021 00.18,87.55896,4455,5088,82,"MacBookPro16,2"
16/11/2021 01.17,88.06997,4481,5088,82,"MacBookPro16,2"
17/11/2021 00.06,88.18789,4487,5088,82,"MacBookPro16,2"
18/11/2021 00.07,88.26651,4491,5088,82,"MacBookPro16,2"
18/11/2021 19.25,86.75314,4414,5088,83,"MacBookPro16,2"
19/11/2021 01.58,86.69418,4411,5088,83,"MacBookPro16,2"
20/11/2021 01.20,87.20519,4437,5088,83,"MacBookPro16,2"
21/11/2021 01.19,86.7728,4415,5088,83,"MacBookPro16,2"
22/11/2021 01.25,87.5,4452,5088,83,"MacBookPro16,2"
22/11/2021 09.41,87.36242,4445,5088,84,"MacBookPro16,2"
23/11/2021 01.26,85.23978,4337,5088,84,"MacBookPro16,2"
24/11/2021 01.04,87.89308,4472,5088,84,"MacBookPro16,2"
25/11/2021 00.58,87.95204,4475,5088,84,"MacBookPro16,2"
26/11/2021 00.20,87.912735,4473,5088,84,"MacBookPro16,2"
26/11/2021 21.46,87.55896,4455,5088,85,"MacBookPro16,2"
27/11/2021 01.47,87.55896,4455,5088,85,"MacBookPro16,2"
28/11/2021 00.30,87.57862,4456,5088,85,"MacBookPro16,2"
28/11/2021 00.30,87.57862,4456,5088,85,"MacBookPro16,2"
29/11/2021 00.10,87.73585,4464,5088,85,"MacBookPro16,2"
30/11/2021 01.27,87.853775,4470,5088,85,"MacBookPro16,2"
01/12/2021 01.40,87.77516,4466,5088,85,"MacBookPro16,2"
02/12/2021 00.31,88.32547,4494,5088,85,"MacBookPro16,2"
03/12/2021 01.59,88.08962,4482,5088,85,"MacBookPro16,2"
04/12/2021 00.04,88.30582,4493,5088,85,"MacBookPro16,2"
05/12/2021 01.52,89.09198,4533,5088,85,"MacBookPro16,2"
06/12/2021 00.32,87.22484,4438,5088,85,"MacBookPro16,2"
07/12/2021 00.21,86.65487,4409,5088,85,"MacBookPro16,2"
07/12/2021 20.45,86.3011,4391,5088,86,"MacBookPro16,2"
08/12/2021 01.45,86.320755,4392,5088,86,"MacBookPro16,2"
09/12/2021 00.07,88.14858,4485,5088,86,"MacBookPro16,2"
10/12/2021 00.22,88.16824,4486,5088,86,"MacBookPro16,2"
11/12/2021 01.09,88.34513,4495,5088,86,"MacBookPro16,2"
11/12/2021 06.45,88.28616,4492,5088,87,"MacBookPro16,2"
12/12/2021 09.30,88.30582,4493,5088,87,"MacBookPro16,2"
14/12/2021 07.58,88.12893,4484,5088,87,"MacBookPro16,2"
15/12/2021 00.48,88.18789,4487,5088,87,"MacBookPro16,2"
15/12/2021 17.46,87.716194,4463,5088,88,"MacBookPro16,2"
16/12/2021 00.46,87.99135,4477,5088,88,"MacBookPro16,2"
17/12/2021 00.08,85.27909,4339,5088,88,"MacBookPro16,2"
17/12/2021 17.30,86.7728,4415,5088,89,"MacBookPro16,2"
18/12/2021 00.46,86.63522,4408,5088,89,"MacBookPro16,2"
19/12/2021 00.47,86.87107,4420,5088,89,"MacBookPro16,2"
20/12/2021 00.31,86.22248,4387,5088,89,"MacBookPro16,2"
20/12/2021 10.31,85.02358,4326,5088,90,"MacBookPro16,2"
21/12/2021 00.27,84.532234,4301,5088,90,"MacBookPro16,2"
21/12/2021 18.48,86.61557,4407,5088,91,"MacBookPro16,2"
22/12/2021 00.04,86.91038,4422,5088,91,"MacBookPro16,2"
23/12/2021 02.10,86.49764,4401,5088,91,"MacBookPro16,2"
24/12/2021 07.15,86.065254,4379,5088,91,"MacBookPro16,2"
29/12/2021 14.38,86.39937,4396,5088,91,"MacBookPro16,2"
30/12/2021 00.38,86.36006,4394,5088,91,"MacBookPro16,2"
30/12/2021 12.47,88.05031,4480,5088,92,"MacBookPro16,2"
31/12/2021 00.47,86.065254,4379,5088,92,"MacBookPro16,2"
01/01/2022 00.46,86.39937,4396,5088,92,"MacBookPro16,2"
02/01/2022 00.48,86.41903,4397,5088,92,"MacBookPro16,2"
03/01/2022 00.49,86.41903,4397,5088,92,"MacBookPro16,2"
04/01/2022 01.38,86.26179,4389,5088,92,"MacBookPro16,2"
05/01/2022 00.41,86.24214,4388,5088,92,"MacBookPro16,2"
06/01/2022 00.02,85.88836,4370,5088,92,"MacBookPro16,2"
07/01/2022 00.47,86.34041,4393,5088,92,"MacBookPro16,2"
08/01/2022 00.54,86.379715,4395,5088,92,"MacBookPro16,2"
08/01/2022 16.44,86.124214,4382,5088,93,"MacBookPro16,2"
09/01/2022 13.03,85.16116,4333,5088,93,"MacBookPro16,2"
10/01/2022 00.29,86.98899,4426,5088,93,"MacBookPro16,2"
11/01/2022 01.09,86.65487,4409,5088,93,"MacBookPro16,2"
12/01/2022 01.37,85.65252,4358,5088,93,"MacBookPro16,2"
13/01/2022 00.16,87.06761,4430,5088,93,"MacBookPro16,2"
13/01/2022 18.57,87.42138,4448,5088,94,"MacBookPro16,2"
14/01/2022 00.10,87.38208,4446,5088,94,"MacBookPro16,2"
14/01/2022 20.12,85.750786,4363,5088,95,"MacBookPro16,2"
15/01/2022 00.12,85.90802,4371,5088,95,"MacBookPro16,2"
15/01/2022 23.19,86.67453,4410,5088,96,"MacBookPro16,2"
16/01/2022 00.19,86.67453,4410,5088,96,"MacBookPro16,2"
16/01/2022 19.56,87.42138,4448,5088,97,"MacBookPro16,2"
17/01/2022 00.59,86.34041,4393,5088,97,"MacBookPro16,2"
18/01/2022 01.00,85.98664,4375,5088,97,"MacBookPro16,2"
19/01/2022 01.39,87.342766,4444,5088,97,"MacBookPro16,2"
20/01/2022 01.47,87.48035,4451,5088,97,"MacBookPro16,2"
21/01/2022 01.10,87.53931,4454,5088,97,"MacBookPro16,2"
22/01/2022 00.50,87.53931,4454,5088,97,"MacBookPro16,2"
23/01/2022 16.15,87.51965,4453,5088,98,"MacBookPro16,2"
24/01/2022 07.30,87.48035,4451,5088,98,"MacBookPro16,2"
25/01/2022 00.15,87.30346,4442,5088,98,"MacBookPro16,2"
26/01/2022 00.47,87.283806,4441,5088,98,"MacBookPro16,2"
27/01/2022 00.49,87.30346,4442,5088,98,"MacBookPro16,2"
28/01/2022 01.00,87.10692,4432,5088,98,"MacBookPro16,2"
29/01/2022 00.37,86.91038,4422,5088,98,"MacBookPro16,2"
30/01/2022 00.39,87.06761,4430,5088,98,"MacBookPro16,2"
31/01/2022 00.57,86.98899,4426,5088,98,"MacBookPro16,2"
01/02/2022 01.03,86.79245,4416,5088,98,"MacBookPro16,2"
02/02/2022 01.00,87.283806,4441,5088,98,"MacBookPro16,2"
03/02/2022 01.07,86.91038,4422,5088,98,"MacBookPro16,2"
03/02/2022 23.12,86.890724,4421,5088,99,"MacBookPro16,2"
04/02/2022 01.12,86.85142,4419,5088,99,"MacBookPro16,2"
05/02/2022 01.14,87.342766,4444,5088,99,"MacBookPro16,2"
